ID,Fan_area,Fan_perimeter,Fan_length,Fan_width,Form_facto_fan,Altura_max,Altura_min,Fan_relief,Fan_slope,Pendiente_media_abanico,Fan_profile_curvature,Fan_planform_curvature,Fan_ruggednes,Fan_ volume,Tipo_Abanico,Tipo_asentamiento,Poblado,Cordillera,Main_stream_order,Number_streams,Stream_length,Main_stream_ length,Stream_length_ratio,Bifurcation_ratio,Ro_Coefficient,Length_catchmen,Catchment_area,Catchment_perimeter,Form_factor,Elongation_ratio,Circularity_ratio,Compactness_coefficien,Texture_ratio,Fitness_ratio,Wandering_ratio,Stream_frequency,Drainage_density,Constant_channel_Maintenance,Drainage_intensity,Infiltration_numbe,Torrentiality_coefficient,Length_overland_flow,Catchment_relief,Slope_ catchment_channel,Mean_basin_slope,Relief_ratio,Ruggedness_number,Melton_index,Unidad_geologica,Litologia,Subzona_hidrografica,Catchment
273,0.009,0.453,0.176,0.082,0.295,1.308,1.295,0.013,7.5,10.049,0.271,-0.039,1.825,0.0024,AluvioTorrencial,Sin asentamientos,No,Central,3,14,6.617,2.882,1.909,1.756,1.088,2.800,1.521,7.217,0.035,0.211,0.367,1.663,4.493,0.399,0.388,9.205,4.351,0.230,2.116,40.052,14.294,0.115,1.025,35.551,29.497,0.366,4.458,0.831,Grupo AyuraMontebello,Metamorfica Foliada,Valle de Aburra,Torrential
274,2.337,18.276,2.280,3.095,0.449,1.494,1.165,0.329,14.4,11.099,0.000,0.006,0.752,0.7856,AluvioTorrencial,Centro poblado ,Si,Central,4,81,24.23,4.474,1.931,2.012,0.960,3.750,6.311,11.169,0.006,0.088,0.636,1.263,8.262,0.401,0.336,12.834,3.839,0.260,3.343,49.271,14.797,0.130,1.133,25.326,33.014,0.302,4.350,0.451,Batolito Antioque�o,Ignea Plutonica,Valle de Aburra,Torrential
275,0.032,1.109,0.431,0.164,0.173,1.240,1.227,0.014,3.2,5.532,-0.009,-0.029,0.634,0.0062,AluvioTorrencial,Sin asentamientos,No,Central,1,1,0.768,0.768,6.161,2.250,2.738,1.623,0.116,2.365,0.113,0.380,0.260,1.975,1.712,0.325,0.686,8.639,6.635,0.151,1.302,57.315,10.417,0.075,0.141,18.382,19.906,0.087,0.937,0.415,Batolito Antioque�o,Ignea Plutonica,Valle de Aburra,No torrential
276,2.057,7.183,1.935,1.957,0.549,1.512,1.228,0.284,14.7,14.610,0.010,0.004,0.708,0.5750,AluvioTorrencial,Casas rurales dispersas,Si,Central,2,9,1.995,2.508,1.909,1.756,1.088,2.605,1.193,6.169,0.019,0.154,0.394,1.605,4.493,0.407,0.422,7.546,1.673,0.598,4.511,12.624,14.294,0.299,0.942,37.552,32.248,0.362,1.575,0.862,Batolito Antioque�o,Ignea Plutonica,Valle de Aburra,Torrential
277,2.845,8.527,1.990,2.366,0.718,1.625,1.239,0.387,19.4,15.230,-0.018,0.010,0.806,0.8055,AluvioTorrencial,Casas rurales dispersas,Si,Central,3,17,6.171,1.456,1.909,1.756,1.088,1.781,1.610,5.333,0.028,0.190,0.712,1.194,4.493,0.273,0.334,10.556,3.832,0.261,2.755,40.449,14.294,0.130,0.783,53.767,30.578,0.440,3.000,0.617,Batolito Antioque�o,Ignea Plutonica,Valle de Aburra,Torrential
278,0.675,3.793,1.051,1.117,0.611,1.458,1.323,0.135,12.8,9.258,-0.068,0.016,1.070,0.1483,AluvioTorrencial,Casas rurales dispersas,Si,Central,3,19,13.538,2.746,1.481,1.178,1.257,2.372,2.998,7.543,0.019,0.155,0.662,1.238,6.579,0.364,0.314,6.339,4.516,0.221,1.403,28.628,18.905,0.111,1.096,39.929,31.220,0.462,4.952,0.633,Batolito Antioque�o,Ignea Plutonica,Valle de Aburra,Torrential
279,0.571,3.691,0.775,1.338,0.951,1.413,1.309,0.104,13.4,9.294,-0.055,0.018,1.128,0.0844,AluvioTorrencial,Centro poblado ,Si,Central,3,11,7.46,3.87,1.909,1.756,1.088,3.360,1.752,7.787,0.019,0.154,0.363,1.671,4.493,0.497,0.431,6.279,4.258,0.235,1.475,26.737,14.294,0.117,1.168,30.188,33.025,0.348,4.975,0.883,Batolito Antioque�o,Ignea Plutonica,Valle de Aburra,Torrential
280,0.060,1.175,0.448,0.251,0.298,1.342,1.328,0.015,3.3,4.773,0.206,0.023,0.942,0.0070,AluvioTorrencial,Centro poblado ,Si,Central,4,45,29.278,5.968,1.931,2.012,0.960,3.814,6.637,11.824,0.007,0.093,0.597,1.304,8.262,0.505,0.323,6.780,4.411,0.227,1.537,29.908,14.797,0.113,1.007,16.875,26.897,0.264,4.443,0.391,Batolito Antioque�o,Ignea Plutonica,Valle de Aburra,Torrential
281,1.610,6.801,2.084,1.487,0.371,1.689,1.430,0.260,12.5,7.291,0.013,0.004,0.692,0.5667,AluvioTorrencial,Centro poblado ,Si,Central,3,28,17.06,4.211,1.766,0.650,3.750,3.970,4.192,11.410,0.005,0.082,0.405,1.583,6.265,0.369,0.348,6.679,4.070,0.246,1.641,27.181,15.374,0.123,1.122,26.653,23.985,0.283,4.567,0.548,Gabros del picacho,Ignea Plutonica,Valle de Aburra,Torrential
282,0.515,4.641,1.500,0.626,0.229,1.600,1.459,0.141,9.4,8.129,0.111,0.007,1.405,0.2220,AluvioTorrencial,Centro poblado ,Si,Central,3,11,9.523,3.641,1.481,1.178,1.257,2.826,2.113,7.634,0.024,0.175,0.456,1.492,6.579,0.477,0.370,5.206,4.507,0.222,1.155,23.462,18.905,0.111,0.906,24.873,32.828,0.320,4.081,0.623,Tonalita de ovejas,Ignea Plutonica,Valle de Aburra,Torrential
283,0.967,8.504,3.266,0.664,0.091,1.533,1.419,0.114,3.5,4.848,0.123,0.001,0.852,0.3893,Aluvial,Centro poblado ,Si,Central,4,104,10.103,9.944,1.842,1.758,1.000,9.062,28.006,27.647,0.001,0.038,0.460,1.484,3.439,0.360,0.328,3.713,0.361,2.772,10.294,1.340,3.651,0.187,1.592,16.010,24.016,0.176,0.574,0.245,Tonalita de ovejas,Ignea Plutonica,Valle de Aburra,Torrential
284,0.366,2.593,0.770,0.739,0.618,1.490,1.394,0.097,12.6,9.643,-0.104,0.013,1.121,0.0781,AluvioTorrencial,Centro poblado ,Si,Central,2,6,3.065,1.913,6.161,2.250,2.738,2.155,0.719,5.014,0.045,0.238,0.359,1.680,1.712,0.381,0.430,8.345,4.263,0.235,1.958,35.571,10.417,0.117,0.617,32.256,19.245,0.286,2.630,0.728,Anfibolitas de Medellin,Metamorfica Foliada,Valle de Aburra,Torrential
285,0.415,3.597,1.041,0.823,0.383,1.458,1.389,0.068,6.6,6.112,0.093,-0.003,1.174,0.0746,AluvioTorrencial,Centro poblado ,Si,Central,4,57,45.489,6.527,2.471,2.414,1.024,5.496,11.216,15.748,0.005,0.078,0.568,1.336,9.455,0.414,0.349,5.082,4.056,0.247,1.253,20.610,12.247,0.123,1.124,17.228,27.325,0.205,4.560,0.336,Anfibolitas de Medellin,Metamorfica Foliada,Valle de Aburra,Torrential
286,0.485,3.596,1.252,0.761,0.309,1.648,1.407,0.241,19.3,11.362,-0.099,0.070,1.135,0.3163,AluvioTorrencial,Centro poblado ,Si,Central,2,7,2.749,1.583,6.161,2.250,2.738,1.512,0.603,3.912,0.074,0.307,0.495,1.431,1.712,0.405,0.387,11.607,4.558,0.219,2.546,52.910,10.417,0.110,0.451,28.486,19.920,0.298,2.056,0.581,Anfibolitas de Medellin,Metamorfica Foliada,Valle de Aburra,Torrential
287,3.399,10.046,2.934,2.457,0.395,1.881,1.400,0.481,16.4,13.400,-0.017,-0.005,1.487,1.4780,AluvioTorrencial,Centro poblado ,Si,Central,2,6,1.907,1.342,6.161,2.250,2.738,1.683,0.502,4.126,0.087,0.333,0.370,1.655,1.712,0.325,0.408,11.954,3.799,0.263,3.146,45.418,10.417,0.132,0.749,55.786,22.228,0.445,2.844,0.871,Anfibolitas de Medellin,Metamorfica Foliada,Valle de Aburra,Torrential
288,1.971,9.945,4.019,0.820,0.122,2.300,1.444,0.855,21.3,14.365,-0.012,-0.002,0.700,3.6003,Vertiente,Centro poblado ,Si,Central,2,6,1.846,1.005,6.161,2.250,2.738,0.855,0.420,3.142,0.071,0.301,0.535,1.377,1.712,0.320,0.272,14.284,4.395,0.228,3.250,62.778,10.417,0.114,0.449,44.697,25.919,0.525,1.974,0.693,Anfibolitas de Medellin,Metamorfica Foliada,Valle de Aburra,Torrential
289,3.362,11.498,4.293,1.639,0.182,2.013,1.356,0.656,15.3,12.605,0.001,-0.006,1.190,2.9512,AluvioTorrencial,Centro poblado ,Si,Central,3,11,8.167,3.327,1.909,1.756,1.088,2.780,1.871,7.851,0.019,0.157,0.381,1.631,4.493,0.424,0.354,5.879,4.365,0.229,1.347,25.663,14.294,0.115,0.847,25.466,23.239,0.305,3.698,0.619,Anfibolitas de Medellin,Metamorfica Foliada,Valle de Aburra,Torrential
290,0.097,1.652,0.517,0.330,0.363,1.753,1.731,0.022,4.2,7.140,-0.111,0.030,1.471,0.0118,Aluvial,Centro poblado ,Si,Central,5,102,78.63,9.661,1.740,1.350,1.290,7.738,21.991,24.370,0.002,0.056,0.465,1.476,6.485,0.396,0.318,4.638,3.576,0.280,1.297,16.585,11.046,0.140,1.367,14.152,29.536,0.177,4.889,0.292,Grupo AyuraMontebello,Metamorfica Foliada,Valle de Aburra,Torrential
291,0.110,1.691,0.615,0.314,0.290,1.774,1.743,0.032,5.1,5.735,-0.307,0.002,0.929,0.0204,Aluvial,Centro poblado ,Si,Central,3,16,7.275,3.624,1.909,1.756,1.088,2.461,1.873,7.609,0.016,0.143,0.406,1.580,4.493,0.476,0.323,8.544,3.885,0.257,2.199,33.195,14.294,0.129,0.338,9.316,25.295,0.137,1.312,0.247,Formacion Quebradagrande,Ignea Volcanica ,Valle de Aburra,Torrential
292,0.249,3.123,0.950,0.597,0.276,1.783,1.735,0.048,5.0,4.094,-0.136,0.006,0.526,0.0477,Aluvial,Centro poblado ,Si,Central,4,58,34.21,15.309,2.471,2.414,1.024,5.766,11.024,17.329,0.002,0.047,0.461,1.483,9.455,0.883,0.333,5.261,3.103,0.322,1.695,16.327,12.247,0.161,0.859,5.610,27.923,0.149,2.665,0.259,Formacion Quebradagrande,Ignea Volcanica ,Valle de Aburra,Torrential
293,0.099,1.512,0.625,0.244,0.254,1.783,1.744,0.039,6.2,6.824,-0.001,-0.054,1.304,0.0252,Aluvial,Centro poblado ,Si,Central,3,13,3.634,2.149,1.909,1.756,1.088,1.860,1.051,5.286,0.047,0.244,0.473,1.465,4.493,0.407,0.352,12.366,3.457,0.289,3.577,42.745,14.294,0.145,0.266,12.390,24.141,0.143,0.920,0.260,Formacion Quebradagrande,Ignea Volcanica ,Valle de Aburra,Torrential
294,2.369,9.010,3.202,1.540,0.231,1.634,1.519,0.115,3.6,4.285,-0.006,0.006,0.719,0.3845,Aluvial,Centro poblado ,Si,Central,5,101,91.995,7.024,1.980,1.738,1.140,6.398,24.116,23.133,0.001,0.041,0.566,1.338,11.941,0.304,0.277,4.188,3.815,0.262,1.098,15.976,11.249,0.131,1.322,18.814,28.624,0.207,5.041,0.269,Batolito Antioque�o,Ignea Plutonica,Valle de Aburra,Torrential
295,1.512,8.095,2.146,1.406,0.328,1.619,1.339,0.281,13.1,9.728,-0.054,0.021,1.026,0.6312,AluvioTorrencial,Centro poblado ,Si,Central,3,14,8.463,4.823,1.909,1.756,1.088,3.548,1.477,8.208,0.015,0.139,0.275,1.919,4.493,0.588,0.432,9.479,5.730,0.175,1.654,54.316,14.294,0.087,1.007,20.869,23.346,0.284,5.767,0.828,Batolito Antioque�o,Ignea Plutonica,Valle de Aburra,Torrential
296,0.259,2.508,0.869,0.685,0.343,1.393,1.347,0.046,5.3,5.320,-0.017,-0.010,0.960,0.0418,AluvioTorrencial,Centro poblado ,Si,Central,4,38,27.451,6.282,1.931,2.012,0.960,4.356,6.458,12.701,0.006,0.087,0.503,1.420,8.262,0.495,0.343,5.884,4.251,0.235,1.384,25.012,14.797,0.118,1.329,21.160,27.448,0.305,5.650,0.523,Anfibolitas de Medellin,Metamorfica Foliada,Valle de Aburra,Torrential
297,0.235,2.231,0.742,0.463,0.427,1.381,1.346,0.035,4.8,5.186,-0.091,0.002,0.660,0.0275,AluvioTorrencial,Casas rurales dispersas,Si,Central,4,37,23.033,5.152,1.775,2.122,0.836,4.402,5.806,11.898,0.005,0.077,0.515,1.403,5.506,0.433,0.370,6.373,3.967,0.252,1.606,25.285,9.647,0.126,1.200,23.295,23.714,0.273,4.761,0.498,Anfibolitas de Medellin,Metamorfica Foliada,Valle de Aburra,Torrential
298,3.232,12.493,4.343,1.192,0.171,1.643,1.534,0.109,2.5,3.706,0.036,0.001,0.602,0.4936,AluvioTorrencial,Centro poblado ,Si,Central,5,110,20.219,16.204,2.116,1.947,1.087,13.042,56.886,40.732,0.000,0.021,0.431,1.534,12.837,0.398,0.320,1.934,0.355,2.814,5.440,0.687,11.046,1.407,1.473,9.093,28.666,0.113,0.524,0.195,Stock De Altavista,Ignea Volcanica ,Valle de Aburra,Torrential
299,0.081,1.237,0.340,0.451,0.703,1.737,1.696,0.041,12.0,9.535,-0.054,-0.007,2.260,0.0145,Vertiente,Centro poblado ,Si,Central,3,15,9.307,7.401,2.070,1.911,1.083,4.011,3.106,10.992,0.019,0.154,0.323,1.772,3.753,0.673,0.365,4.830,2.997,0.334,1.612,14.474,12.979,0.167,0.878,11.865,29.423,0.219,2.632,0.498,Formacion Quebradagrande,Ignea Volcanica ,Valle de Aburra,Torrential
300,2.350,8.817,3.226,1.592,0.226,2.063,1.440,0.623,19.3,12.473,-0.022,0.003,1.660,2.1051,AluvioTorrencial,Centro poblado ,Si,Central,2,7,2.782,1.475,6.161,2.250,2.738,1.600,0.570,4.106,0.098,0.354,0.425,1.545,1.712,0.359,0.390,12.289,4.884,0.205,2.516,60.020,10.417,0.102,0.680,46.093,25.575,0.425,3.320,0.901,Dunita de Medellin,Ignea Plutonica,Valle de Aburra,Torrential
301,1.645,6.427,2.159,1.642,0.353,1.535,1.470,0.065,3.0,3.034,0.030,-0.003,0.279,0.1473,Aluvial,Centro poblado ,Si,Central,5,140,13.76,10.81,2.563,2.217,1.200,9.735,35.470,31.497,0.000,0.019,0.449,1.502,16.218,0.343,0.309,3.947,0.388,2.578,10.174,1.531,14.118,1.289,1.273,11.772,19.441,0.131,0.494,0.214,Dunita de Medellin,Ignea Plutonica,Valle de Aburra,Torrential
302,0.546,4.119,1.586,0.684,0.217,1.592,1.492,0.100,6.3,5.539,-0.007,0.004,0.617,0.1660,AluvioTorrencial,Centro poblado ,Si,Central,2,6,3.815,2.425,6.161,2.250,2.738,2.506,0.772,6.401,0.015,0.138,0.237,2.070,1.712,0.379,0.391,7.776,4.944,0.202,1.573,38.445,10.417,0.101,0.550,22.680,16.942,0.219,2.719,0.626,Dunita de Medellin,Ignea Plutonica,Valle de Aburra,Torrential
303,1.682,7.859,2.792,1.080,0.216,1.655,1.497,0.157,5.6,6.290,-0.027,0.018,0.683,0.4601,AluvioTorrencial,Centro poblado ,Si,Central,4,45,23.84,5.862,1.663,1.907,0.872,4.797,7.208,13.049,0.004,0.071,0.532,1.381,5.846,0.449,0.368,6.243,3.307,0.302,1.888,20.646,10.107,0.151,1.008,17.192,29.260,0.210,3.333,0.375,Stock De Altavista,Ignea Volcanica ,Valle de Aburra,Torrential
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
